Country,Admin1,Admin2,ISO3,Admin2 Pcode,Admin1 Pcode,Month,Year,Events,Fatalities
Nigeria,Ekiti,Aiyekire,NGA,NG013002,NG01,January,2011,0,0
Nigeria,Ekiti,Ise,NGA,NG013014,NG01,January,2011,0,0
Nigeria,Enugu,Igbo Eze North,NGA,NG014008,NG01,January,2011,0,0
Nigeria,Enugu,Oji River,NGA,NG014014,NG01,January,2011,0,0
Nigeria,Federal Capital Territory,Kuje,NGA,NG015005,NG01,January,2011,0,0
Nigeria,Federal Capital Territory,Kwali,NGA,NG015006,NG01,January,2011,0,0
Nigeria,Gombe,Balanga,NGA,NG016002,NG01,January,2011,0,0
Nigeria,Gombe,Shomgom,NGA,NG016010,NG01,January,2011,0,0
Nigeria,Gombe,Yamaltu,NGA,NG016011,NG01,January,2011,0,0
Nigeria,Imo,Aboh Mbaise,NGA,NG017001,NG01,January,2011,0,0
Nigeria,Imo,Nkwangele,NGA,NG017015,NG01,January,2011,0,0
Nigeria,Imo,Oru East,NGA,NG017022,NG01,January,2011,0,0
Nigeria,Jigawa,Gumel,NGA,NG018009,NG01,January,2011,0,0
Nigeria,Jigawa,Gwiwa,NGA,NG018012,NG01,January,2011,0,0
Nigeria,Jigawa,Kaugama,NGA,NG018016,NG01,January,2011,0,0
Nigeria,Jigawa,Kiri-Kasamma,NGA,NG018018,NG01,January,2011,0,0
Nigeria,Jigawa,Kiyawa,NGA,NG018019,NG01,January,2011,0,0
Nigeria,Jigawa,Malam Madori,NGA,NG018021,NG01,January,2011,0,0
Nigeria,Kaduna,Kudan,NGA,NG019016,NG01,January,2011,0,0
Nigeria,Kano,Ajingi,NGA,NG020001,NG02,January,2011,0,0
Nigeria,Kano,Danbatta,NGA,NG020008,NG02,January,2011,0,0
Nigeria,Kano,Kano Municipal,NGA,NG020021,NG02,January,2011,0,0
Nigeria,Kano,Madobi,NGA,NG020028,NG02,January,2011,0,0
Nigeria,Kano,Tudun Wada,NGA,NG020041,NG02,January,2011,0,0
Nigeria,Kano,Wudil,NGA,NG020044,NG02,January,2011,0,0
Nigeria,Katsina,Dutsinma,NGA,NG021012,NG02,January,2011,0,0
Nigeria,Katsina,Jibia,NGA,NG021016,NG02,January,2011,0,0
Nigeria,Katsina,Malumfashi,NGA,NG021025,NG02,January,2011,0,0
Nigeria,Katsina,Zango,NGA,NG021034,NG02,January,2011,0,0
Nigeria,Kebbi,Augie,NGA,NG022004,NG02,January,2011,0,0
Nigeria,Kebbi,Bunza,NGA,NG022007,NG02,January,2011,0,0
Nigeria,Kebbi,Fakai,NGA,NG022009,NG02,January,2011,0,0
Nigeria,Kebbi,Jega,NGA,NG022011,NG02,January,2011,0,0
Nigeria,Kebbi,Maiyama,NGA,NG022014,NG02,January,2011,0,0
Nigeria,Kebbi,Ngaski,NGA,NG022015,NG02,January,2011,0,0
Nigeria,Kebbi,Suru,NGA,NG022018,NG02,January,2011,0,0
Nigeria,Kebbi,Yauri,NGA,NG022020,NG02,January,2011,0,0
Nigeria,Kogi,Bassa,NGA,NG023004,NG02,January,2011,0,0
Nigeria,Kogi,Mopa-Muro,NGA,NG023013,NG02,January,2011,0,0
Nigeria,Kwara,Ilorin South,NGA,NG024007,NG02,January,2011,0,0
Nigeria,Kwara,Osin,NGA,NG024010,NG02,January,2011,0,0
Nigeria,Lagos,Ajeromi,NGA,NG025002,NG02,January,2011,0,0
Nigeria,Lagos,Alimosho,NGA,NG025003,NG02,January,2011,0,0
Nigeria,Lagos,Ibeju-Lekki,NGA,NG025009,NG02,January,2011,0,0
Nigeria,Lagos,Ikeja,NGA,NG025011,NG02,January,2011,0,0
Nigeria,Nassarawa,Awe,NGA,NG026002,NG02,January,2011,0,0
Nigeria,Nassarawa,Karu,NGA,NG026004,NG02,January,2011,0,0
Nigeria,Nassarawa,Obi,NGA,NG026011,NG02,January,2011,0,0
Nigeria,Niger,Gbako,NGA,NG027008,NG02,January,2011,0,0
Nigeria,Niger,Katcha,NGA,NG027010,NG02,January,2011,0,0
Nigeria,Niger,Kontagora,NGA,NG027011,NG02,January,2011,0,0
Nigeria,Niger,Mokwa,NGA,NG027017,NG02,January,2011,0,0
Nigeria,Ogun,Ijebu Ode,NGA,NG028010,NG02,January,2011,0,0
Nigeria,Ondo,Akoko North West,NGA,NG029002,NG02,January,2011,0,0
Nigeria,Ondo,Ose,NGA,NG029017,NG02,January,2011,0,0
Nigeria,Osun,Atakumosa East,NGA,NG030003,NG03,January,2011,0,0
Nigeria,Osun,Atakumosa West,NGA,NG030004,NG03,January,2011,0,0
Nigeria,Osun,Ifelodun,NGA,NG030016,NG03,January,2011,0,0
Nigeria,Oyo,Atiba,NGA,NG031003,NG03,January,2011,0,0
Nigeria,Oyo,Ibadan South East,NGA,NG031009,NG03,January,2011,0,0
Nigeria,Oyo,Ido,NGA,NG031014,NG03,January,2011,0,0
Nigeria,Oyo,Oluyole,NGA,NG031025,NG03,January,2011,0,0
Nigeria,Rivers,Khana,NGA,NG033014,NG03,January,2011,0,0
Nigeria,Rivers,Obua,NGA,NG033001,NG03,January,2011,0,0
Nigeria,Rivers,Okrika,NGA,NG033018,NG03,January,2011,0,0
Nigeria,Rivers,Oyigbo,NGA,NG033021,NG03,January,2011,0,0
Nigeria,Rivers,Tai,NGA,NG033023,NG03,January,2011,0,0
Nigeria,Sokoto,Dange-Shuni,NGA,NG034003,NG03,January,2011,0,0
Nigeria,Sokoto,Kebbe,NGA,NG034010,NG03,January,2011,0,0
Nigeria,Sokoto,Silame,NGA,NG034015,NG03,January,2011,0,0
Nigeria,Taraba,Bali,NGA,NG035002,NG03,January,2011,0,0
Nigeria,Taraba,Jalingo,NGA,NG035007,NG03,January,2011,0,0
Nigeria,Yobe,Gujba,NGA,NG036007,NG03,January,2011,0,0
Nigeria,Zamfara,Bukkuyum,NGA,NG037004,NG03,January,2011,0,0
Nigeria,Zamfara,Talata Mafara,NGA,NG037012,NG03,January,2011,0,0
Nigeria,Zamfara,Tsafe,NGA,NG037013,NG03,January,2011,0,0
Nigeria,Abia,Arochukwu,NGA,NG001003,NG00,January,2011,0,0
Nigeria,Abia,Ukwa West,NGA,NG001014,NG00,January,2011,0,0
Nigeria,Adamawa,Ganye,NGA,NG002003,NG00,January,2011,0,0
Nigeria,Adamawa,Girei,NGA,NG002005,NG00,January,2011,1,0
Nigeria,Adamawa,Guyuk,NGA,NG002006,NG00,January,2011,0,0
Nigeria,Adamawa,Song,NGA,NG002018,NG00,January,2011,0,0
Nigeria,Akwa Ibom,Essien Udim,NGA,NG003005,NG00,January,2011,0,0
Nigeria,Akwa Ibom,Ibesikpo Asutan,NGA,NG003009,NG00,January,2011,0,0
Nigeria,Akwa Ibom,Ibiono Ibom,NGA,NG003010,NG00,January,2011,0,0
Nigeria,Akwa Ibom,Ini,NGA,NG003015,NG00,January,2011,0,0
Nigeria,Akwa Ibom,Itu,NGA,NG003016,NG00,January,2011,0,0
Nigeria,Akwa Ibom,Uruan,NGA,NG003029,NG00,January,2011,0,0
Nigeria,Anambra,Aniocha,NGA,NG004004,NG00,January,2011,0,0
Nigeria,Anambra,Orumba South,NGA,NG004020,NG00,January,2011,0,0
Nigeria,Bauchi,Bauchi,NGA,NG005002,NG00,January,2011,0,0
Nigeria,Bauchi,Damban,NGA,NG005004,NG00,January,2011,0,0
Nigeria,Bauchi,Dass,NGA,NG005006,NG00,January,2011,0,0
Nigeria,Bauchi,Itas-Gadau,NGA,NG005010,NG00,January,2011,0,0
Nigeria,Bauchi,Katagum,NGA,NG005012,NG00,January,2011,0,0
Nigeria,Bauchi,Tafawa Balewa,NGA,NG005017,NG00,January,2011,1,4
Nigeria,Bauchi,Zaki,NGA,NG005020,NG00,January,2011,0,0
Nigeria,Bayelsa,Kolokuma,NGA,NG006003,NG00,January,2011,1,2
Nigeria,Benue,Konshisha,NGA,NG007010,NG00,January,2011,0,0
Nigeria,Benue,Otukpo,NGA,NG007019,NG00,January,2011,0,0
Nigeria,Benue,Tarka,NGA,NG007020,NG00,January,2011,0,0
Nigeria,Borno,Bayo,NGA,NG008004,NG00,January,2011,0,0
Nigeria,Borno,Chibok,NGA,NG008006,NG00,January,2011,0,0
Nigeria,Borno,Jere,NGA,NG008013,NG00,January,2011,0,0
Nigeria,Borno,Kukawa,NGA,NG008017,NG00,January,2011,0,0
Nigeria,Borno,Mobbar,NGA,NG008023,NG00,January,2011,0,0
Nigeria,Cross River,Boki,NGA,NG009008,NG00,January,2011,0,0
Nigeria,Delta,Isoko North,NGA,NG010009,NG01,January,2011,0,0
Nigeria,Delta,Oshimili North,NGA,NG010014,NG01,January,2011,0,0
Nigeria,Delta,Udu,NGA,NG010018,NG01,January,2011,0,0
Nigeria,Delta,Warri South,NGA,NG010024,NG01,January,2011,0,0
Nigeria,Ebonyi,Ezza South,NGA,NG011006,NG01,January,2011,0,0
Nigeria,Edo,Etsako East,NGA,NG012008,NG01,January,2011,0,0
Nigeria,Edo,Ikpoba Okha,NGA,NG012011,NG01,January,2011,0,0
Nigeria,Ekiti,Ekiti South West,NGA,NG013005,NG01,January,2011,0,0
Nigeria,Enugu,Enugu South,NGA,NG014005,NG01,January,2011,0,0
Nigeria,Enugu,Ezeagu,NGA,NG014006,NG01,January,2011,0,0
Nigeria,Enugu,Nsukka,NGA,NG014013,NG01,January,2011,0,0
Nigeria,Enugu,Udenu,NGA,NG014015,NG01,January,2011,0,0
Nigeria,Gombe,Billiri,NGA,NG016003,NG01,January,2011,0,0
Nigeria,Gombe,Kwami,NGA,NG016008,NG01,January,2011,0,0
Nigeria,Imo,Isiala Mbano,NGA,NG017009,NG01,January,2011,0,0
Nigeria,Imo,Ngor Okpala,NGA,NG017012,NG01,January,2011,0,0
Nigeria,Imo,Oguta,NGA,NG017017,NG01,January,2011,0,0
Nigeria,Jigawa,Gagarawa,NGA,NG018007,NG01,January,2011,0,0
Nigeria,Jigawa,Maigatari,NGA,NG018020,NG01,January,2011,0,0
Nigeria,Kaduna,Jaba,NGA,NG019006,NG01,January,2011,0,0
Nigeria,Kaduna,Kaura,NGA,NG019013,NG01,January,2011,0,0
Nigeria,Kaduna,Kauru,NGA,NG019012,NG01,January,2011,0,0
Nigeria,Kano,Dawakin Tofa,NGA,NG020010,NG02,January,2011,0,0
Nigeria,Kano,Gaya,NGA,NG020016,NG02,January,2011,0,0
Nigeria,Kano,Nassarawa,NGA,NG020031,NG02,January,2011,0,0
Nigeria,Kano,Rano,NGA,NG020032,NG02,January,2011,0,0
Nigeria,Kano,Takai,NGA,NG020037,NG02,January,2011,0,0
Nigeria,Kano,Tsanyawa,NGA,NG020040,NG02,January,2011,0,0
Nigeria,Katsina,Bindawa,NGA,NG021005,NG02,January,2011,0,0
Nigeria,Katsina,Faskari,NGA,NG021013,NG02,January,2011,0,0
Nigeria,Katsina,Kurfi,NGA,NG021022,NG02,January,2011,0,0
Nigeria,Katsina,Mashi,NGA,NG021027,NG02,January,2011,0,0
Nigeria,Kebbi,Dandi Kamba,NGA,NG022008,NG02,January,2011,0,0
Nigeria,Kebbi,Shanga,NGA,NG022017,NG02,January,2011,0,0
Nigeria,Kogi,Kabba,NGA,NG023010,NG02,January,2011,0,0
Nigeria,Kwara,Moro,NGA,NG024012,NG02,January,2011,0,0
Nigeria,Kwara,Offa,NGA,NG024013,NG02,January,2011,0,0
Nigeria,Nassarawa,Keffi,NGA,NG026006,NG02,January,2011,0,0
Nigeria,Niger,Gurara,NGA,NG027009,NG02,January,2011,0,0
Nigeria,Niger,Lavun,NGA,NG027013,NG02,January,2011,0,0
Nigeria,Niger,Mashegu,NGA,NG027016,NG02,January,2011,0,0
Nigeria,Niger,Rijau,NGA,NG027021,NG02,January,2011,0,0
Nigeria,Ogun,Abeokuta South,NGA,NG028002,NG02,January,2011,0,0
Nigeria,Ogun,Egbado North,NGA,NG028004,NG02,January,2011,0,0
Nigeria,Ogun,Ipokia,NGA,NG028014,NG02,January,2011,0,0
Nigeria,Ondo,Akoko South West,NGA,NG029004,NG02,January,2011,0,0
Nigeria,Ondo,Ese-Edo,NGA,NG029007,NG02,January,2011,0,0
Nigeria,Ondo,Idanre,NGA,NG029008,NG02,January,2011,0,0
Nigeria,Ondo,Ondo West,NGA,NG029016,NG02,January,2011,0,0
Nigeria,Osun,Ife Central,NGA,NG030011,NG03,January,2011,0,0
Nigeria,Osun,Ife North,NGA,NG030013,NG03,January,2011,0,0
Nigeria,Osun,Irepodun,NGA,NG030020,NG03,January,2011,0,0
Nigeria,Osun,Obokun,NGA,NG030024,NG03,January,2011,0,0
Nigeria,Osun,Odo-Otin,NGA,NG030025,NG03,January,2011,0,0
Nigeria,Oyo,Ibadan North,NGA,NG031006,NG03,January,2011,0,0
Nigeria,Oyo,Ibadan North West,NGA,NG031008,NG03,January,2011,0,0
Nigeria,Oyo,Ibarapa Central,NGA,NG031011,NG03,January,2011,0,0
Nigeria,Oyo,Lagelu,NGA,NG031020,NG03,January,2011,0,0
Nigeria,Oyo,Ogbomosho North,NGA,NG031021,NG03,January,2011,1,3
Nigeria,Oyo,Ogbomosho South,NGA,NG031022,NG03,January,2011,0,0
Nigeria,Oyo,Saki West,NGA,NG031032,NG03,January,2011,0,0
Nigeria,Plateau,Barkin Ladi,NGA,NG032001,NG03,January,2011,7,25
Nigeria,Plateau,Bokkos,NGA,NG032003,NG03,January,2011,0,0
Nigeria,Plateau,Kanke,NGA,NG032008,NG03,January,2011,0,0
Nigeria,Plateau,Langtang North,NGA,NG032009,NG03,January,2011,0,0
Nigeria,Plateau,Mangu,NGA,NG032011,NG03,January,2011,0,0
Nigeria,Plateau,Riyom,NGA,NG032015,NG03,January,2011,0,0
Nigeria,Rivers,Obio,NGA,NG033015,NG03,January,2011,0,0
Nigeria,Sokoto,Kware,NGA,NG034011,NG03,January,2011,0,0
Nigeria,Taraba,Ibi,NGA,NG035006,NG03,January,2011,0,0
Nigeria,Yobe,Fika,NGA,NG036004,NG03,January,2011,0,0
Nigeria,Zamfara,Gummi,NGA,NG037006,NG03,January,2011,0,0
Nigeria,Zamfara,Gusau,NGA,NG037007,NG03,January,2011,0,0
Nigeria,Zamfara,Maradun,NGA,NG037009,NG03,January,2011,0,0
Nigeria,Zamfara,Zurmi,NGA,NG037014,NG03,January,2011,0,0
Nigeria,Abia,Ikwuano,NGA,NG001005,NG00,January,2011,0,0
Nigeria,Abia,Isiala Ngwa North,NGA,NG001007,NG00,January,2011,0,0
Nigeria,Abia,Nneochi,NGA,NG001017,NG00,January,2011,0,0
Nigeria,Abia,Obioma Ngwa,NGA,NG001009,NG00,January,2011,0,0
Nigeria,Abia,Umuahia South,NGA,NG001016,NG00,January,2011,0,0
Nigeria,Adamawa,Jada,NGA,NG002008,NG00,January,2011,0,0
Nigeria,Adamawa,Numan,NGA,NG002016,NG00,January,2011,0,0
Nigeria,Adamawa,Toungo,NGA,NG002019,NG00,January,2011,0,0
Nigeria,Akwa Ibom,Abak,NGA,NG003001,NG00,January,2011,0,0
Nigeria,Akwa Ibom,Ika,NGA,NG003011,NG00,January,2011,0,0
Nigeria,Akwa Ibom,Ikono,NGA,NG003012,NG00,January,2011,0,0
Nigeria,Akwa Ibom,Mkpat Enin,NGA,NG003018,NG00,January,2011,0,0
Nigeria,Akwa Ibom,Udung Uko,NGA,NG003027,NG00,January,2011,0,0
Nigeria,Akwa Ibom,Ukanafun,NGA,NG003028,NG00,January,2011,0,0
Nigeria,Anambra,Dunukofia,NGA,NG004008,NG00,January,2011,0,0
Nigeria,Anambra,Ekwusigwo,NGA,NG004009,NG00,January,2011,0,0
Nigeria,Anambra,Njikoka,NGA,NG004013,NG00,January,2011,0,0
Nigeria,Anambra,Onisha North,NGA,NG004017,NG00,January,2011,0,0
Nigeria,Bauchi,Misau,NGA,NG005014,NG00,January,2011,0,0
Nigeria,Benue,Agatu,NGA,NG007002,NG00,January,2011,0,0
Nigeria,Benue,Apa,NGA,NG007003,NG00,January,2011,0,0
Nigeria,Benue,Gwer West,NGA,NG007008,NG00,January,2011,0,0
Nigeria,Benue,Obi,NGA,NG007014,NG00,January,2011,0,0
Nigeria,Cross River,Calabar Municipal,NGA,NG009010,NG00,January,2011,0,0
Nigeria,Delta,Ethiope West,NGA,NG010006,NG01,January,2011,0,0
Nigeria,Delta,Sapele,NGA,NG010017,NG01,January,2011,0,0
Nigeria,Ebonyi,Ezza North,NGA,NG011005,NG01,January,2011,0,0
Nigeria,Edo,Esan West,NGA,NG012006,NG01,January,2011,0,0
Nigeria,Ekiti,Ado Ekiti,NGA,NG013001,NG01,January,2011,0,0
Nigeria,Ekiti,Ekiti West,NGA,NG013006,NG01,January,2011,0,0
Nigeria,Ekiti,Ido-Osi,NGA,NG013008,NG01,January,2011,0,0
Nigeria,Enugu,Igbo Eze South,NGA,NG014009,NG01,January,2011,0,0
Nigeria,Gombe,Nafada,NGA,NG016009,NG01,January,2011,0,0
Nigeria,Imo,Oru West,NGA,NG017023,NG01,January,2011,0,0
Nigeria,Imo,Owerri West,NGA,NG017025,NG01,January,2011,0,0
Nigeria,Jigawa,Birnin Kudu,NGA,NG018004,NG01,January,2011,0,0
Nigeria,Jigawa,Birniwa,NGA,NG018003,NG01,January,2011,0,0
Nigeria,Jigawa,Gwaram,NGA,NG018011,NG01,January,2011,0,0
Nigeria,Kaduna,Kaduna South,NGA,NG019010,NG01,January,2011,0,0
Nigeria,Kaduna,Lere,NGA,NG019017,NG01,January,2011,0,0
Nigeria,Kaduna,Makarfi,NGA,NG019018,NG01,January,2011,0,0
Nigeria,Kaduna,Sanga,NGA,NG019020,NG01,January,2011,0,0
Nigeria,Kaduna,Soba,NGA,NG019021,NG01,January,2011,0,0
Nigeria,Kano,Bagwai,NGA,NG020003,NG02,January,2011,0,0
Nigeria,Kano,Bebeji,NGA,NG020004,NG02,January,2011,0,0
Nigeria,Kano,Garko,NGA,NG020014,NG02,January,2011,0,0
Nigeria,Kano,Gwarzo,NGA,NG020019,NG02,January,2011,0,0
Nigeria,Kano,Karaye,NGA,NG020022,NG02,January,2011,0,0
Nigeria,Kano,Kunchi,NGA,NG020026,NG02,January,2011,0,0
Nigeria,Kano,Shanono,NGA,NG020035,NG02,January,2011,0,0
Nigeria,Katsina,Batsari,NGA,NG021003,NG02,January,2011,0,0
Nigeria,Katsina,Baure,NGA,NG021004,NG02,January,2011,0,0
Nigeria,Katsina,Kankara,NGA,NG021019,NG02,January,2011,0,0
Nigeria,Katsina,Musawa,NGA,NG021029,NG02,January,2011,0,0
Nigeria,Kebbi,Argungu,NGA,NG022003,NG02,January,2011,0,0
Nigeria,Kebbi,Zuru,NGA,NG022021,NG02,January,2011,0,0
Nigeria,Kogi,Dekina,NGA,NG023005,NG02,January,2011,0,0
Nigeria,Kogi,Ofu,NGA,NG023014,NG02,January,2011,0,0
Nigeria,Kogi,Okene,NGA,NG023017,NG02,January,2011,0,0
Nigeria,Kwara,Ekiti,NGA,NG024004,NG02,January,2011,0,0
Nigeria,Kwara,Ilorin East,NGA,NG024006,NG02,January,2011,0,0
Nigeria,Kwara,Irepodun,NGA,NG024009,NG02,January,2011,0,0
Nigeria,Kwara,Pategi,NGA,NG024016,NG02,January,2011,0,0
Nigeria,Lagos,Amowo-Odofin,NGA,NG025004,NG02,January,2011,0,0
Nigeria,Lagos,Somolu,NGA,NG025019,NG02,January,2011,0,0
Nigeria,Nassarawa,Keana,NGA,NG026005,NG02,January,2011,0,0
Nigeria,Niger,Agwara,NGA,NG027002,NG02,January,2011,0,0
Nigeria,Niger,Edati,NGA,NG027017,NG02,January,2011,0,0
Nigeria,Niger,Magama,NGA,NG027014,NG02,January,2011,0,0
Nigeria,Niger,Shiroro,NGA,NG027022,NG02,January,2011,0,0
Nigeria,Niger,Suleja,NGA,NG027023,NG02,January,2011,0,0
Nigeria,Ogun,Egbado South,NGA,NG028005,NG02,January,2011,0,0
Nigeria,Ondo,Irele,NGA,NG029012,NG02,January,2011,0,0
Nigeria,Ondo,Odigbo,NGA,NG029013,NG02,January,2011,0,0
Nigeria,Ondo,Ondo East,NGA,NG029015,NG02,January,2011,0,0
Nigeria,Osun,Aiyedade,NGA,NG030001,NG03,January,2011,0,0
Nigeria,Osun,Ejigbo,NGA,NG030010,NG03,January,2011,0,0
Nigeria,Osun,Ife East,NGA,NG030012,NG03,January,2011,0,0
Nigeria,Osun,Ola-Oluwa,NGA,NG030026,NG03,January,2011,0,0
Nigeria,Osun,Orolu,NGA,NG030029,NG03,January,2011,0,0
Nigeria,Oyo,Akinyele,NGA,NG031002,NG03,January,2011,0,0
Nigeria,Oyo,Egbeda,NGA,NG031005,NG03,January,2011,0,0
Nigeria,Oyo,Ibarapa North,NGA,NG031013,NG03,January,2011,0,0
Nigeria,Oyo,Ogo-Oluwa,NGA,NG031023,NG03,January,2011,0,0
Nigeria,Plateau,Jos North,NGA,NG032005,NG03,January,2011,9,26
Nigeria,Rivers,Port Harcourt,NGA,NG033022,NG03,January,2011,1,0
Nigeria,Sokoto,Binji,NGA,NG034001,NG03,January,2011,0,0
Nigeria,Sokoto,Gada,NGA,NG034004,NG03,January,2011,0,0
Nigeria,Sokoto,Gwadabawa,NGA,NG034005,NG03,January,2011,0,0
Nigeria,Sokoto,Wamakko,NGA,NG034021,NG03,January,2011,0,0
Nigeria,Yobe,Bursari,NGA,NG036002,NG03,January,2011,0,0
Nigeria,Yobe,Fune,NGA,NG036005,NG03,January,2011,0,0
Nigeria,Yobe,Geidam,NGA,NG036006,NG03,January,2011,0,0
Nigeria,Yobe,Nguru,NGA,NG036013,NG03,January,2011,0,0
Nigeria,Yobe,Tarmua,NGA,NG036015,NG03,January,2011,0,0
Nigeria,Yobe,Yusufari,NGA,NG036017,NG03,January,2011,0,0
Nigeria,Zamfara,Bakura,NGA,NG037002,NG03,January,2011,0,0
Nigeria,Abia,Ukwa East,NGA,NG001013,NG00,January,2011,0,0
Nigeria,Akwa Ibom,Ikot Abasi,NGA,NG003013,NG00,January,2011,0,0
Nigeria,Akwa Ibom,Nsit Ibom,NGA,NG003020,NG00,January,2011,0,0
Nigeria,Akwa Ibom,Oron,NGA,NG003025,NG00,January,2011,0,0
Nigeria,Anambra,Idemili North,NGA,NG004010,NG00,January,2011,0,0
Nigeria,Anambra,Nnewi North,NGA,NG004014,NG00,January,2011,0,0
Nigeria,Anambra,Orumba North,NGA,NG004019,NG00,January,2011,0,0
Nigeria,Bauchi,Ningi,NGA,NG005015,NG00,January,2011,0,0
Nigeria,Bauchi,Warji,NGA,NG005019,NG00,January,2011,0,0
Nigeria,Bayelsa,Ekermor,NGA,NG006002,NG00,January,2011,0,0
Nigeria,Bayelsa,Nembe,NGA,NG006004,NG00,January,2011,0,0
Nigeria,Benue,Gwer East,NGA,NG007007,NG00,January,2011,0,0
Nigeria,Benue,Kwande,NGA,NG007011,NG00,January,2011,0,0
Nigeria,Benue,Ukum,NGA,NG007021,NG00,January,2011,0,0
Nigeria,Benue,Vandeikya,NGA,NG007023,NG00,January,2011,0,0
Nigeria,Borno,Nganzai,NGA,NG008026,NG00,January,2011,0,0
Nigeria,Cross River,Akamkpa,NGA,NG009002,NG00,January,2011,0,0
Nigeria,Cross River,Ogaja,NGA,NG009017,NG00,January,2011,0,0
Nigeria,Cross River,Yakurr,NGA,NG009018,NG00,January,2011,0,0
Nigeria,Cross River,Yala,NGA,NG009019,NG00,January,2011,0,0
Nigeria,Delta,Aniocha North,NGA,NG010001,NG01,January,2011,0,0
Nigeria,Delta,Aniocha South,NGA,NG010002,NG01,January,2011,0,0
Nigeria,Delta,Bomadi,NGA,NG010003,NG01,January,2011,0,0
Nigeria,Ebonyi,Afikpo North,NGA,NG011002,NG01,January,2011,0,0
Nigeria,Edo,Igueben,NGA,NG012010,NG01,January,2011,0,0
Nigeria,Ekiti,Ikere,NGA,NG013010,NG01,January,2011,0,0
Nigeria,Ekiti,Ilejemeji,NGA,NG013012,NG01,January,2011,0,0
Nigeria,Ekiti,Moba,NGA,NG013015,NG01,January,2011,0,0
Nigeria,Ekiti,Oye,NGA,NG013016,NG01,January,2011,0,0
Nigeria,Enugu,Aninri,NGA,NG014001,NG01,January,2011,0,0
Nigeria,Federal Capital Territory,Abuja Municipal,NGA,NG015002,NG01,January,2011,0,0
Nigeria,Gombe,Gombe,NGA,NG016006,NG01,January,2011,1,6
Nigeria,Imo,Owerri Municipal,NGA,NG017026,NG01,January,2011,0,0
Nigeria,Jigawa,Hadejia,NGA,NG018013,NG01,January,2011,0,0
Nigeria,Jigawa,Kazaure,NGA,NG018017,NG01,January,2011,0,0
Nigeria,Jigawa,Ringim,NGA,NG018023,NG01,January,2011,0,0
Nigeria,Jigawa,Taura,NGA,NG018026,NG01,January,2011,0,0
Nigeria,Kaduna,Kagarko,NGA,NG019011,NG01,January,2011,0,0
Nigeria,Kano,Dala,NGA,NG020007,NG02,January,2011,0,0
Nigeria,Kano,Gwale,NGA,NG020018,NG02,January,2011,0,0
Nigeria,Kano,Kibiya,NGA,NG020023,NG02,January,2011,0,0
Nigeria,Kano,Kiru,NGA,NG020024,NG02,January,2011,0,0
Nigeria,Kano,Rimin Gado,NGA,NG020033,NG02,January,2011,0,0
Nigeria,Kano,Rogo,NGA,NG020034,NG02,January,2011,0,0
Nigeria,Kano,Tarauni,NGA,NG020038,NG02,January,2011,0,0
Nigeria,Kano,Tofa,NGA,NG020039,NG02,January,2011,0,0
Nigeria,Katsina,Funtua,NGA,NG021014,NG02,January,2011,0,0
Nigeria,Katsina,Ingawa,NGA,NG021015,NG02,January,2011,0,0
Nigeria,Katsina,Maiadua,NGA,NG021024,NG02,January,2011,0,0
Nigeria,Katsina,Matazu,NGA,NG021028,NG02,January,2011,0,0
Nigeria,Katsina,Safana,NGA,NG021032,NG02,January,2011,0,0
Nigeria,Kebbi,Koko,NGA,NG022013,NG02,January,2011,0,0
Nigeria,Kogi,Okehi,NGA,NG023016,NG02,January,2011,0,0
Nigeria,Kogi,Olamaboro,NGA,NG023018,NG02,January,2011,0,0
Nigeria,Kogi,Yagba West,NGA,NG023021,NG02,January,2011,0,0
Nigeria,Kwara,Asa,NGA,NG024001,NG02,January,2011,0,0
Nigeria,Kwara,Oyun,NGA,NG024015,NG02,January,2011,0,0
Nigeria,Lagos,Badagry,NGA,NG025006,NG02,January,2011,0,0
Nigeria,Lagos,Ikorodu,NGA,NG025012,NG02,January,2011,0,0
Nigeria,Niger,Borgu,NGA,NG027004,NG02,January,2011,0,0
Nigeria,Niger,Muya,NGA,NG027018,NG02,January,2011,0,0
Nigeria,Niger,Paikoro,NGA,NG027019,NG02,January,2011,0,0
Nigeria,Niger,Wushishi,NGA,NG027025,NG02,January,2011,0,0
Nigeria,Ogun,Abeokuta North,NGA,NG028001,NG02,January,2011,0,0
Nigeria,Ogun,Ijebu North East,NGA,NG028010,NG02,January,2011,0,0
Nigeria,Ondo,Owo,NGA,NG029018,NG02,January,2011,0,0
Nigeria,Osun,Ife South,NGA,NG030014,NG03,January,2011,0,0
Nigeria,Osun,Ila,NGA,NG030017,NG03,January,2011,0,0
Nigeria,Osun,Irewole,NGA,NG030021,NG03,January,2011,0,0
Nigeria,Osun,Olorunda,NGA,NG030027,NG03,January,2011,0,0
Nigeria,Osun,Osogbo,NGA,NG030030,NG03,January,2011,0,0
Nigeria,Oyo,Ibadan North East,NGA,NG031007,NG03,January,2011,0,0
Nigeria,Oyo,Surulere,NGA,NG031033,NG03,January,2011,0,0
Nigeria,Plateau,Bassa,NGA,NG032002,NG03,January,2011,0,0
Nigeria,Plateau,Langtang South,NGA,NG032010,NG03,January,2011,0,0
Nigeria,Plateau,Wase,NGA,NG032017,NG03,January,2011,0,0
Nigeria,Rivers,Ahoada,NGA,NG033002,NG03,January,2011,0,0
